,ride_id,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_size,ride_dt,duration_time
13846,13846,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),10,Washington St at Kearny St,4597,2,1976,Male,27,2022-09-18,11
13847,13847,5 minutes,3,Powell St BART Station (Market St at 4th St),37,2nd St at Folsom St,5185,1,1991,Male,26,2021-12-10,5
13848,13848,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5060,2,1987,Female,29,2022-08-14,4
13849,13849,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4805,1,1987,Male,26,2022-09-29,9
13850,13850,10 minutes,22,Howard St at Beale St,62,Victoria Manalo Draves Park,4963,2,1985,Male,26,2022-04-12,10
13851,13851,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),4616,2,1981,Male,29,2022-01-23,8
13852,13852,7 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5367,1,1988,Male,29,2022-06-12,7
13853,13853,6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5335,1,1967,Male,29,2022-08-30,6
13854,13854,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,5423,1,1979,Male,27,2022-04-22,7
13855,13855,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),36,Folsom St at 3rd St,5047,3,1983,Male,26,2022-08-18,5
13856,13856,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,4969,2,1990,Female,27,2022-01-15,7
13857,13857,5 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,4733,2,1981,Male,26,2021-12-10,5
13858,13858,8 minutes,5,Powell St BART Station (Market St at 5th St),350,8th St at Brannan St,4825,3,1991,Male,29,2022-02-25,8
13859,13859,5 minutes,22,Howard St at Beale St,11,Davis St at Jackson St,3115,1,1987,Male,26,2022-03-02,5
13860,13860,5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4337,1,1974,Male,29,2022-10-18,5
13861,13861,4 minutes,81,Berry St at 4th St,104,4th St at 16th St,4813,2,1989,Male,26,2021-12-24,4
13862,13862,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),8,The Embarcadero at Vallejo St,5304,2,1995,Female,27,2022-05-02,11
13863,13863,1 minutes,30,San Francisco Caltrain (Townsend St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4994,2,1988,Female,29,2022-07-05,1
13864,13864,12 minutes,81,Berry St at 4th St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),4837,2,1985,Female,26,2021-12-25,12
13865,13865,3 minutes,16,Steuart St at Market St,8,The Embarcadero at Vallejo St,4755,1,1967,Male,27,2022-07-16,3
13866,13866,4 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4553,3,1981,Male,26,2022-06-21,4
13867,13867,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),345,Hubbell St at 16th St,6235,2,1991,Male,27,2022-02-10,15
13868,13868,8 minutes,81,Berry St at 4th St,22,Howard St at Beale St,4963,2,1984,Male,27,2021-12-08,8
13869,13869,8 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,3385,2,1980,Male,29,2022-02-17,8
13870,13870,5 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,5570,1,1959,Male,29,2022-11-04,5
13871,13871,7 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,4813,2,1986,Male,29,2022-08-15,7
13872,13872,6 minutes,22,Howard St at Beale St,49,S Park St at 3rd St,2593,2,1988,Male,26,2021-12-08,6
13873,13873,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),4768,2,1984,Male,27,2022-12-25,11
13874,13874,5 minutes,22,Howard St at Beale St,47,4th St at Harrison St,5030,1,1979,Female,27,2022-02-08,5
13875,13875,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),104,4th St at 16th St,5464,3,1983,Female,27,2022-06-14,6
13876,13876,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),78,Folsom St at 9th St,1226,3,1983,Male,27,2021-12-04,11
13877,13877,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),4746,3,1982,Female,29,2022-07-06,12
13878,13878,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),4931,3,1987,Female,26,2022-02-15,8
13879,13879,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,4759,1,1983,Male,29,2022-07-25,4
13880,13880,9 minutes,22,Howard St at Beale St,364,China Basin St at 3rd St,2474,1,1974,Male,26,2022-08-18,9
13881,13881,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),5417,1,1966,Male,29,2022-01-27,11
13882,13882,12 minutes,16,Steuart St at Market St,104,4th St at 16th St,5272,2,1988,Male,27,2022-10-04,12
13883,13883,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,3336,1,1991,Male,26,2022-12-17,8
13884,13884,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5492,3,1989,Male,26,2022-11-11,11
13885,13885,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,5334,2,1972,Male,26,2022-07-15,8
13886,13886,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,5374,2,1994,Male,26,2022-09-03,8
13887,13887,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),88,11th St at Bryant St,277,3,1992,Female,27,2022-06-04,11
13888,13888,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5296,3,1990,Male,26,2022-05-28,7
13889,13889,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5386,2,1977,Male,29,2022-08-03,4
13890,13890,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),101,15th St at Potrero Ave,4953,2,1980,Male,27,2022-09-22,5
13891,13891,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,5257,3,1989,Male,27,2022-05-07,9
13892,13892,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),116,Mississippi St at 17th St,5024,2,1983,Male,29,2022-08-24,6
13893,13893,23 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),72,Page St at Scott St,5260,3,1977,Male,26,2022-01-15,23
13894,13894,7 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,2663,3,1989,Male,26,2022-07-12,7
13895,13895,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),5573,2,1989,Other,29,2022-06-19,7
13896,13896,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,4656,3,1968,Male,27,2022-11-28,5
13897,13897,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,3727,2,1996,Male,27,2022-03-18,13
13898,13898,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),112,Harrison St at 17th St,4614,2,1974,Male,27,2022-08-05,10
13899,13899,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,2840,3,1963,Male,27,2022-08-16,5
13900,13900,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,4315,3,1990,Female,26,2022-09-15,8
13901,13901,5 minutes,22,Howard St at Beale St,349,Howard St at Mary St,1630,3,1987,Male,26,2022-02-26,5
13902,13902,6 minutes,81,Berry St at 4th St,16,Steuart St at Market St,4553,2,1982,Male,26,2022-11-04,6
13903,13903,4 minutes,16,Steuart St at Market St,25,Howard St at 2nd St,4603,2,1981,Male,27,2022-05-24,4
13904,13904,8 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,4648,1,1981,Male,27,2022-04-16,8
13905,13905,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),77,11th St at Natoma St,5033,2,1979,Male,29,2022-10-16,7
13906,13906,5 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,5353,2,1973,Male,26,2022-06-02,5
13907,13907,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),24,Spear St at Folsom St,184,2,1971,Male,29,2022-07-20,9
13908,13908,14 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,5345,1,1969,Male,29,2022-03-31,14
13909,13909,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5318,2,1985,Female,27,2022-05-22,7
13910,13910,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),26,1st St at Folsom St,5350,1,1981,Male,29,2022-12-11,6
13911,13911,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,1852,3,1974,Male,26,2022-11-22,11
13912,13912,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),284,Yerba Buena Center for the Arts (Howard St at 3rd St),5108,2,1978,Male,27,2022-02-17,6
13913,13913,2 minutes,22,Howard St at Beale St,25,Howard St at 2nd St,1450,2,1974,Male,26,2022-07-01,2
13914,13914,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5566,2,1981,Male,29,2022-11-29,3
13915,13915,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,5237,2,1981,Female,27,2022-01-11,3
13916,13916,3 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,4760,2,1977,Male,29,2022-06-24,3
13917,13917,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5057,3,1991,Male,26,2022-11-22,5
13918,13918,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),383,Golden Gate Ave at Franklin St,4770,2,1980,Male,29,2021-12-23,15
13919,13919,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,4740,2,1967,Male,26,2022-07-11,16
13920,13920,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),14,Clay St at Battery St,5382,2,1981,Male,27,2022-09-22,14
13921,13921,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),24,Spear St at Folsom St,4318,2,1968,Other,26,2022-02-25,6
13922,13922,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5476,2,1990,Male,26,2022-03-16,4
13923,13923,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,3123,3,1981,Female,27,2022-03-20,3
13924,13924,6 minutes,22,Howard St at Beale St,9,Broadway at Battery St,5373,3,1983,Male,26,2022-09-14,6
13925,13925,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5358,2,1977,Male,29,2021-11-28,9
13926,13926,10 minutes,22,Howard St at Beale St,81,Berry St at 4th St,4553,3,1987,Male,29,2022-01-27,10
13927,13927,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,5569,2,1982,Male,27,2022-01-07,3
13928,13928,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4837,2,1982,Male,26,2022-12-21,7
13929,13929,6 minutes,81,Berry St at 4th St,104,4th St at 16th St,2400,2,1995,Female,27,2022-06-03,6
13930,13930,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5566,2,1967,Male,29,2022-07-27,8
13931,13931,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,4755,1,1983,Male,26,2022-07-20,8
13932,13932,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),1698,3,1953,Male,27,2022-02-02,6
13933,13933,4 minutes,22,Howard St at Beale St,11,Davis St at Jackson St,4738,3,1984,Male,26,2022-02-07,4
13934,13934,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,6147,3,1981,Male,29,2022-02-18,4
13935,13935,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5009,2,1977,Male,29,2022-09-01,3
13936,13936,27 minutes,81,Berry St at 4th St,122,19th St at Mission St,5487,1,1978,Male,27,2022-03-22,27
13937,13937,12 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),500,3,1958,Female,26,2022-04-19,12
13938,13938,9 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,4714,2,1977,Female,29,2022-07-18,9
13939,13939,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,5373,2,1979,Male,27,2022-03-08,15
13940,13940,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,4991,2,1988,Male,29,2022-11-05,11
13941,13941,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),43,San Francisco Public Library (Grove St at Hyde St),1594,1,1968,Male,26,2022-05-26,10
13942,13942,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),11,Davis St at Jackson St,5565,2,1981,Male,26,2021-12-13,10
13943,13943,8 minutes,81,Berry St at 4th St,3,Powell St BART Station (Market St at 4th St),1888,3,1981,Male,29,2022-11-05,8
13944,13944,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,2068,2,1990,Female,27,2022-09-12,10
13945,13945,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,5136,1,1986,Male,26,2022-07-09,10
13946,13946,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,4928,2,1966,Male,26,2022-10-11,10
13947,13947,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4318,2,1991,Female,29,2022-10-22,9
13948,13948,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),5410,3,1986,Male,26,2021-12-21,7
13949,13949,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),1852,3,1971,Male,26,2022-04-09,10
13950,13950,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),4813,3,1967,Male,29,2022-01-08,7
13951,13951,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),5314,2,1982,Male,27,2021-12-15,10
13952,13952,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,4603,2,1987,Male,26,2022-10-30,8
13953,13953,3 minutes,81,Berry St at 4th St,50,2nd St at Townsend St,220,2,1988,Male,27,2022-05-19,3
13954,13954,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),9,Broadway at Battery St,5305,2,1983,Female,27,2022-11-13,3
13955,13955,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,4995,2,1983,Male,26,2022-10-10,2
13956,13956,4 minutes,16,Steuart St at Market St,25,Howard St at 2nd St,5205,2,1962,Male,29,2022-07-13,4
13957,13957,8 minutes,81,Berry St at 4th St,19,Post St at Kearny St,4983,2,1988,Male,29,2022-05-11,8
13958,13958,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),4974,2,1965,Male,27,2022-10-14,4
13959,13959,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),22,Howard St at Beale St,4553,2,1975,Male,26,2022-06-26,4
13960,13960,2 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),23,The Embarcadero at Steuart St,4771,1,1953,Male,29,2022-10-03,2
13961,13961,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,4838,2,1965,Male,29,2021-12-04,8
13962,13962,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,4432,2,1982,Male,27,2022-04-24,2
13963,13963,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,5534,1,1988,Male,27,2022-06-18,16
13964,13964,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4572,3,1985,Male,26,2022-02-27,5
13965,13965,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,4725,2,1978,Male,27,2022-03-22,2
13966,13966,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,4714,2,1961,Male,27,2022-06-08,11
13967,13967,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4654,2,1997,Female,26,2022-01-17,13
13968,13968,7 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,5217,1,1970,Male,27,2022-05-26,7
13969,13969,17 minutes,22,Howard St at Beale St,383,Golden Gate Ave at Franklin St,2119,2,1977,Female,29,2022-05-06,17
13970,13970,6 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,5464,2,1970,Male,26,2022-02-05,6
13971,13971,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),100,Bryant St at 15th St,4733,1,1989,Male,27,2022-11-09,8
13972,13972,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,4944,2,1993,Male,27,2022-04-03,6
13973,13973,24 minutes,22,Howard St at Beale St,92,Mission Bay Kids Park,4438,3,1975,Male,27,2022-11-07,24
13974,13974,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,5239,2,1986,Male,29,2022-07-24,8
13975,13975,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),37,2nd St at Folsom St,4626,3,1988,Male,29,2022-02-10,6
13976,13976,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5411,2,1981,Male,27,2022-08-29,5
13977,13977,4 minutes,81,Berry St at 4th St,81,Berry St at 4th St,500,2,1981,Male,29,2022-06-18,4
13978,13978,9 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,4734,1,1983,Male,26,2022-11-27,9
13979,13979,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),126,Esprit Park,5386,2,1985,Male,29,2021-12-01,15
13980,13980,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),26,1st St at Folsom St,4755,3,1980,Female,29,2022-07-25,4
13981,13981,10 minutes,22,Howard St at Beale St,104,4th St at 16th St,4959,3,1979,Male,26,2022-06-27,10
13982,13982,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4974,3,1974,Male,26,2022-02-03,9
13983,13983,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,5570,1,1985,Male,27,2022-11-15,9
13984,13984,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),5476,2,1986,Male,26,2022-09-13,6
13985,13985,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5380,3,1996,Female,29,2022-10-24,9
13986,13986,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5142,2,1985,Male,26,2022-10-31,8
13987,13987,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5047,3,1980,Male,26,2022-02-04,6
13988,13988,3 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,335,2,1990,Female,29,2022-03-04,3
13989,13989,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,3258,2,1964,Female,27,2022-09-24,7
13990,13990,1 minutes,30,San Francisco Caltrain (Townsend St at 4th St),66,3rd St at Townsend St,5539,2,1965,Male,27,2022-04-27,1
13991,13991,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,1252,1,1976,Male,26,2022-09-12,11
13992,13992,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4795,3,1991,Male,27,2022-03-23,8
13993,13993,11 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5386,2,1964,Male,26,2022-10-04,11
13994,13994,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,5488,1,1956,Male,29,2022-05-09,9
13995,13995,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),22,Howard St at Beale St,5460,3,1979,Female,27,2022-04-01,3
13996,13996,10 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,4979,3,1974,Female,29,2022-09-11,10
13997,13997,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),13,Commercial St at Montgomery St,5531,1,1972,Male,27,2022-07-13,4
13998,13998,3 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,2193,3,1993,Male,26,2022-06-24,3
13999,13999,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,5238,1,1981,Male,29,2022-04-23,3
14000,14000,17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),114,Rhode Island St at 17th St,5385,1,1986,Male,29,2022-03-01,17
14001,14001,8 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,5348,1,1985,Male,26,2022-03-19,8
14002,14002,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),8,The Embarcadero at Vallejo St,2977,1,1972,Female,27,2021-11-28,14
14003,14003,10 minutes,16,Steuart St at Market St,104,4th St at 16th St,5535,2,1973,Female,29,2022-09-11,10
14004,14004,7 minutes,5,Powell St BART Station (Market St at 5th St),16,Steuart St at Market St,176,2,1971,Male,27,2022-02-12,7
14005,14005,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5460,2,1984,Male,29,2022-01-06,8
14006,14006,6 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5335,1,1978,Male,27,2022-11-26,6
14007,14007,7 minutes,81,Berry St at 4th St,22,Howard St at Beale St,4979,3,1988,Male,26,2022-08-12,7
14008,14008,11 minutes,81,Berry St at 4th St,77,11th St at Natoma St,5019,2,1984,Male,27,2021-12-08,11
14009,14009,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,2663,3,1978,Male,29,2022-09-01,6
14010,14010,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,5348,1,1995,Male,27,2021-12-20,7
14011,14011,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,3444,2,1988,Female,27,2022-02-12,4
14012,14012,9 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,5282,2,1982,Male,29,2022-11-28,9
14013,14013,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4,Cyril Magnin St at Ellis St,5014,2,1982,Male,29,2022-03-28,6
14014,14014,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5290,3,1985,Male,29,2022-04-22,8
14015,14015,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),63,Bryant St at 6th St,4744,3,1990,Male,27,2022-05-20,3
14016,14016,8 minutes,5,Powell St BART Station (Market St at 5th St),66,3rd St at Townsend St,5389,3,1975,Male,29,2022-04-25,8
14017,14017,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5047,2,1982,Male,29,2022-05-03,8
14018,14018,7 minutes,5,Powell St BART Station (Market St at 5th St),114,Rhode Island St at 17th St,5232,3,1987,Male,29,2022-04-07,7
14019,14019,4 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,5238,2,1980,Male,26,2022-02-19,4
14020,14020,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),114,Rhode Island St at 17th St,5182,3,1960,Male,29,2022-06-14,6
14021,14021,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),4944,2,1947,Male,29,2022-09-08,3
14022,14022,13 minutes,22,Howard St at Beale St,90,Townsend St at 7th St,5355,2,1988,Male,27,2022-11-28,13
14023,14023,6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5487,2,1988,Male,26,2022-01-15,6
14024,14024,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),37,2nd St at Folsom St,4629,2,1968,Male,27,2022-12-19,4
14025,14025,4 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4747,2,1961,Female,29,2021-12-12,4
14026,14026,14 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,2489,2,1971,Male,29,2021-12-02,14
14027,14027,4 minutes,22,Howard St at Beale St,13,Commercial St at Montgomery St,2367,2,1977,Male,27,2022-12-02,4
14028,14028,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,5431,3,1992,Male,27,2022-12-21,8
14029,14029,7 minutes,5,Powell St BART Station (Market St at 5th St),93,4th St at Mission Bay Blvd S,4675,3,1983,Male,27,2022-01-23,7
14030,14030,4 minutes,16,Steuart St at Market St,10,Washington St at Kearny St,4737,2,1982,Female,29,2022-08-10,4
14031,14031,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,500,1,1988,Male,27,2022-05-20,8
14032,14032,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),370,Jones St at Post St,5023,2,1994,Male,29,2022-09-11,9
14033,14033,4 minutes,5,Powell St BART Station (Market St at 5th St),369,Hyde St at Post St,4752,2,1979,Male,26,2022-02-25,4
14034,14034,3 minutes,16,Steuart St at Market St,17,Embarcadero BART Station (Beale St at Market St),4728,2,1990,Female,29,2021-12-01,3
14035,14035,4 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,4517,2,1992,Female,26,2022-06-27,4
14036,14036,16 minutes,16,Steuart St at Market St,10,Washington St at Kearny St,5250,2,1995,Male,27,2022-01-14,16
14037,14037,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,5054,3,1995,Male,29,2021-12-09,8
14038,14038,6 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,4983,2,1998,Male,27,2022-03-08,6
14039,14039,16 minutes,3,Powell St BART Station (Market St at 4th St),127,Valencia St at 21st St,5313,3,1990,Male,29,2022-08-09,16
14040,14040,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),116,Mississippi St at 17th St,5063,2,1990,Male,26,2022-02-15,6
14041,14041,5 minutes,16,Steuart St at Market St,10,Washington St at Kearny St,5222,2,1993,Female,27,2021-12-12,5
14042,14042,7 minutes,22,Howard St at Beale St,61,Howard St at 8th St,5490,2,1988,Other,29,2022-11-18,7
14043,14043,8 minutes,81,Berry St at 4th St,355,23rd St at Tennessee St,5242,2,1992,Male,27,2022-04-20,8
